1000 6
0 0
4 0 21
2 0
4 0 7
2 0
5 0 291 -1930534284
4 0 227
5 0 85 226509175
0 0
5 0 177 -591094022
2 0
4 0 308
1 0 -1147797389
2 0
1 0 889846827
2 0
0 0
0 0
5 0 11 867698992
4 0 268
1 0 720536188
4 0 467
0 0
5 0 79 2103581790
1 0 1324970483
5 0 488 198250084
1 0 -1532052361
4 0 413
2 0
4 0 239
5 0 214 -493878524
2 0
4 0 243
0 0
5 0 264 -1942294950
5 0 43 -233424363
5 0 309 696524684
1 0 -813146493
2 0
1 0 1821513715
2 0
1 0 1708854853
4 0 500
0 0
2 0
4 0 291
2 0
4 0 396
2 0
0 0
2 0
0 0
4 0 181
1 0 202989
2 0
4 0 507
0 0
4 0 168
2 0
5 0 199 336505492
1 0 -2139142448
1 0 170615146
0 0
1 0 -765015723
1 0 -2075662445
2 0
2 0
4 0 444
4 0 119
5 0 398 -1596275143
5 0 313 1924241170
5 0 41 179364491
1 0 653553577
1 0 -2065091871
5 0 512 -991171080
2 0
5 0 76 1984646393
4 0 23
5 0 317 128465691
4 0 244
1 0 -592383627
5 0 256 809681564
0 0
5 0 47 625340387
1 0 537931482
2 0
1 0 926711608
0 0
5 0 224 2075507434
1 0 -501245779
2 0
2 0
4 0 476
2 0
2 0
2 0
0 0
5 0 141 -2126322748
5 0 324 40378895
4 0 479
1 0 321634633
1 0 1612889964
5 0 225 -1998449506
4 0 313
5 0 42 188723842
1 0 396997464
4 0 357
5 0 24 -1048288681
5 0 375 -251643934
4 0 141
1 0 784607710
2 0
2 0
2 0
1 0 112716317
5 0 120 -962464516
2 0
5 0 509 100521812
4 0 182
1 0 680366572
1 0 2123439499
1 0 -1860974479
2 0
2 0
1 0 -240621610
1 0 1474152189
5 0 454 -545049172
2 0
5 0 208 -1006524314
1 0 364839068
5 0 368 -154457020
0 0
1 0 -1818371500
5 0 83 1056828137
5 0 104 195185497
1 0 352560541
1 0 -590001569
5 0 187 -1545892108
1 0 1856204946
1 0 627182416
1 0 649066509
4 0 388
5 0 109 -1272628228
1 0 1911053710
5 0 420 -1925062972
0 0
2 0
4 0 418
1 0 54140345
0 0
2 0
2 0
2 0
2 0
2 0
1 0 -1431816205
1 0 844975156
0 0
2 0
5 0 425 -912156446
0 0
1 0 1529143850
2 0
2 0
1 0 -503639648
2 0
5 0 15 1607668377
4 0 75
2 0
0 0
1 0 928249190
4 0 404
1 0 -663240117
5 0 488 -886439585
5 0 112 -1338637791
0 0
2 0
2 0
2 0
5 0 292 209076449
5 0 24 541414305
4 0 67
1 0 -1889287736
4 0 16
5 0 136 -271876569
4 0 278
0 0
1 0 -995922076
2 0
1 0 -1730523637
0 0
4 0 42
1 0 -492883724
5 0 66 -1459445589
4 0 415
5 0 156 15495334
4 0 344
4 0 246
1 0 -1509763136
4 0 363
4 0 265
2 0
0 0
5 0 147 -803068808
5 0 544 1729257525
2 0
5 0 9 -654738161
1 0 -794316698
2 0
1 0 44842575
5 0 376 712209364
0 0
4 0 280
4 0 433
4 0 421
1 0 -442378096
5 0 115 1853912714
0 0
5 0 38 -1436315839
1 0 -163511793
5 0 440 2087397697
2 0
5 0 124 1930309793
5 0 532 -1549160707
0 0
1 0 2109223175
2 0
2 0
4 0 407
4 0 349
5 0 256 -1052827314
1 0 2101441135
2 0
5 0 68 -242717762
0 0
1 0 30077784
2 0
5 0 208 1360126512
2 0
1 0 -1955459467
1 0 497298008
1 0 2060066998
5 0 558 867275363
2 0
1 0 -222436694
5 0 411 1153517983
2 0
1 0 -1180923340
0 0
2 0
0 0
1 0 940145713
1 0 146791101
0 0
2 0
2 0
2 0
5 0 217 -894090528
4 0 111
4 0 248
1 0 -1894561964
0 0
2 0
2 0
5 0 534 175410612
0 0
1 0 2088331238
1 0 -389383903
2 0
4 0 27
4 0 273
0 0
4 0 104
2 0
5 0 383 1893394954
1 0 477536189
5 0 230 2063407352
1 0 1389906316
5 0 565 -378914560
4 0 8
2 0
5 0 431 -526837118
2 0
5 0 63 1586881016
4 0 109
2 0
2 0
5 0 540 -1601666885
1 0 -224431299
1 0 1163555565
0 0
2 0
4 0 430
5 0 77 692587442
1 0 -500536614
1 0 417410843
2 0
5 0 17 -1732658339
5 0 34 1308382187
1 0 939621589
4 0 449
0 0
5 0 249 -2126280738
2 0
5 0 9 -461960670
2 0
0 0
1 0 141475109
4 0 398
4 0 296
1 0 -1866159393
2 0
2 0
4 0 482
2 0
4 0 560
5 0 326 -420758324
0 0
0 0
0 0
1 0 -586138771
0 0
1 0 -2070012348
4 0 491
4 0 122
1 0 1733794494
1 0 1929474269
