1000 6
0 0
1 0 -1313709516
1 0 400133581
1 0 1365841681
1 0 -1000729583
1 0 -851210836
1 0 608770604
1 0 -2110982727
1 0 -186363802
1 0 1881765612
1 0 2062356326
1 0 -236016964
1 0 -1379514703
1 0 -970813066
1 0 2101265736
1 0 706688153
1 0 681032376
1 0 147389317
1 0 386814663
1 0 1465052759
1 0 -810029203
1 0 759490149
1 0 -1492212162
1 0 923721563
1 0 -451111418
1 0 -1326632353
1 0 1841241296
1 0 -1166844516
1 0 -1112586556
1 0 -804368601
1 0 -174120797
1 0 -1150348681
1 0 548260661
1 0 -711679090
1 0 -736807212
1 0 -68474923
1 0 -1978570802
1 0 1860359054
1 0 -853379063
1 0 1868240377
1 0 -695412083
1 0 1946951459
1 0 -121276090
1 0 1848502814
1 0 1035150648
1 0 -2108604863
1 0 -3525607
1 0 -868240466
1 0 -2120898047
1 0 -210509093
1 0 1289932278
1 0 1937990807
1 0 -681316703
1 0 674297876
1 0 -889267581
1 0 -569568804
1 0 -1582291718
1 0 737471629
1 0 185552197
1 0 -790809060
1 0 -1395648217
1 0 -531204541
1 0 -1829386959
1 0 1026688102
1 0 -888675879
1 0 -529573912
1 0 -1229250536
1 0 -2029276750
1 0 -2006368497
1 0 -74696957
1 0 150374012
1 0 380733033
1 0 1970892181
1 0 -692287870
1 0 158329263
1 0 199437819
1 0 -576964766
1 0 -1006814152
1 0 -951679991
1 0 1428451777
1 0 -145549705
1 0 -1941773810
1 0 -657203159
1 0 1284687459
1 0 1511609267
1 0 1323935784
1 0 1754477805
1 0 549197329
1 0 1595315876
1 0 1350978285
1 0 -1555339267
1 0 209664224
1 0 252294357
1 0 291753589
1 0 1821458002
1 0 -1151153445
1 0 -1079239794
1 0 -992363057
1 0 -884564069
1 0 -1404124924
1 0 1388909834
1 0 1705201362
1 0 -1272812451
1 0 831519603
1 0 -1652476377
1 0 1537342616
1 0 -829898852
1 0 -979760819
1 0 -500708688
1 0 -880623175
1 0 443569490
1 0 -2035380214
1 0 -704037102
1 0 128124548
1 0 -2067030697
1 0 1008310154
1 0 1290664575
1 0 1439924184
1 0 910246598
1 0 -1534885036
1 0 191714492
1 0 386677288
1 0 -1423906608
1 0 24450154
1 0 -981524664
1 0 -1990446989
1 0 -924236263
1 0 273854806
1 0 -621905693
1 0 184365000
1 0 -1553972718
1 0 1547651156
1 0 -966813634
1 0 711962085
1 0 373826057
1 0 319321086
1 0 1931874515
1 0 1100256649
1 0 321134916
1 0 1495787919
1 0 -1436306589
1 0 -1903833570
1 0 -1955299767
1 0 -1822788493
1 0 215969883
1 0 -622118365
1 0 1702876529
1 0 1158132486
1 0 -1789825598
1 0 -1723585879
1 0 494161464
1 0 1355634618
1 0 1312442697
1 0 1595154492
1 0 -1555311340
1 0 -1548464058
1 0 -2072347290
1 0 1145259669
1 0 -1178076290
1 0 396209921
1 0 -904195024
1 0 -1550755145
1 0 -633206401
1 0 -1691327811
1 0 -31408789
1 0 1602519211
1 0 259260522
1 0 -607704736
1 0 1867850534
1 0 -1002769917
1 0 -19016611
1 0 99851632
1 0 -1789291331
1 0 -627634532
1 0 191310751
1 0 -1277503694
1 0 2066066703
1 0 851326409
1 0 -1387186293
4 0 391
4 0 120
4 0 403
4 0 183
4 0 75
4 0 45
4 0 57
4 0 314
4 0 187
4 0 217
4 0 70
4 0 244
4 0 305
4 0 330
4 0 226
4 0 81
4 0 73
4 0 164
4 0 165
4 0 262
4 0 390
4 0 307
4 0 477
4 0 19
4 0 268
4 0 400
4 0 301
4 0 55
4 0 71
4 0 274
4 0 160
4 0 320
4 0 229
4 0 83
4 0 235
4 0 0
4 0 134
4 0 300
4 0 112
4 0 430
4 0 90
4 0 270
4 0 48
4 0 254
4 0 363
4 0 41
4 0 233
4 0 234
4 0 191
4 0 86
4 0 354
4 0 470
4 0 84
4 0 372
4 0 63
4 0 487
4 0 159
4 0 443
4 0 245
4 0 255
4 0 332
4 0 277
4 0 253
4 0 315
4 0 52
4 0 446
4 0 219
4 0 16
4 0 425
4 0 147
4 0 221
4 0 364
4 0 373
4 0 310
4 0 353
4 0 96
4 0 94
4 0 141
4 0 412
4 0 488
4 0 483
4 0 91
4 0 210
4 0 485
4 0 355
4 0 29
4 0 20
4 0 240
4 0 11
4 0 482
4 0 76
4 0 263
4 0 447
4 0 490
4 0 486
4 0 333
4 0 448
4 0 208
4 0 336
4 0 321
4 0 89
4 0 189
4 0 151
4 0 394
4 0 484
4 0 415
4 0 153
4 0 361
4 0 342
4 0 104
4 0 340
4 0 471
4 0 297
4 0 374
4 0 441
4 0 385
4 0 148
4 0 137
4 0 311
4 0 166
4 0 319
4 0 322
4 0 352
4 0 383
4 0 74
4 0 99
4 0 190
4 0 30
4 0 43
4 0 169
4 0 456
4 0 236
4 0 69
4 0 128
4 0 1
4 0 77
4 0 450
4 0 369
4 0 133
4 0 250
4 0 181
4 0 145
4 0 167
4 0 209
4 0 343
4 0 444
4 0 359
4 0 439
4 0 481
4 0 410
4 0 211
4 0 368
4 0 287
4 0 220
4 0 437
4 0 158
4 0 325
4 0 489
4 0 418
4 0 113
4 0 491
4 0 205
4 0 468
4 0 216
4 0 101
4 0 339
2 0
5 0 362 -1047752449
0 0
5 0 213 -2023624182
2 0
5 0 182 2050144343
2 0
5 0 106 1764491849
4 0 357
0 0
1 0 -1094678923
2 0
2 0
4 0 393
4 0 389
4 0 306
2 0
5 0 495 -998834262
2 0
4 0 224
5 0 293 544953934
2 0
5 0 184 510211421
4 0 256
5 0 36 -724539715
1 0 -1357832414
0 0
5 0 130 -522313642
5 0 341 1498185410
2 0
5 0 334 756173920
5 0 423 1105069261
1 0 423600091
5 0 366 -279407266
1 0 -879943235
5 0 419 -954165732
0 0
1 0 1764279730
4 0 203
4 0 397
5 0 25 784739023
0 0
0 0
4 0 18
5 0 239 -706076503
4 0 318
2 0
2 0
4 0 136
4 0 49
1 0 -1494917520
4 0 42
1 0 -664663105
1 0 -440053797
4 0 492
0 0
5 0 451 -192554898
5 0 493 -2041752306
4 0 463
2 0
1 0 589235355
5 0 23 -704140015
4 0 92
1 0 671550900
0 0
2 0
1 0 1076160174
1 0 1697570195
5 0 365 -1125848816
1 0 -1584782914
1 0 -1952865981
4 0 427
5 0 326 -242043347
0 0
4 0 51
5 0 110 622287787
5 0 80 1820412621
4 0 405
2 0
0 0
0 0
1 0 -1657771880
5 0 105 387353816
5 0 15 -2071890401
5 0 9 1778640575
0 0
4 0 472
2 0
5 0 124 -74910873
0 0
4 0 54
0 0
2 0
0 0
1 0 -1651665989
4 0 26
1 0 -1396430746
5 0 119 462793210
1 0 308388771
4 0 375
4 0 6
2 0
1 0 -938107952
5 0 367 -1967291538
5 0 341 -1295680663
1 0 1278463859
1 0 741970645
4 0 312
1 0 -1500500789
0 0
2 0
5 0 326 -852438043
2 0
5 0 102 -414878336
4 0 213
1 0 1176889786
2 0
0 0
0 0
2 0
1 0 1937460582
2 0
4 0 13
2 0
0 0
4 0 100
5 0 434 -1243859945
1 0 -1691271517
2 0
5 0 392 -274990952
2 0
1 0 1017813224
0 0
0 0
4 0 401
0 0
0 0
5 0 206 -855051185
0 0
5 0 382 -437696128
4 0 376
2 0
0 0
0 0
0 0
4 0 280
0 0
0 0
5 0 360 820942213
0 0
4 0 445
5 0 331 1500450993
5 0 449 734172756
2 0
2 0
1 0 -1184303096
0 0
1 0 -1590251221
1 0 1792853929
5 0 223 297757772
1 0 -266513182
5 0 202 -543437443
4 0 46
0 0
2 0
4 0 507
5 0 480 -1878237859
5 0 411 1275821391
4 0 419
4 0 341
5 0 511 -252260198
5 0 168 468060318
5 0 176 -2104371336
1 0 -592534852
2 0
0 0
0 0
1 0 -1383720073
2 0
5 0 402 -1272593597
0 0
1 0 1333466424
4 0 508
4 0 433
5 0 334 -1890834020
0 0
4 0 258
5 0 414 -826139283
1 0 1989598447
0 0
5 0 251 -1906734657
0 0
5 0 420 -2085213408
5 0 458 -1302335961
5 0 313 886513106
2 0
1 0 -462275436
1 0 798204569
4 0 497
1 0 -1399055491
4 0 82
1 0 3595514
2 0
2 0
1 0 994467194
5 0 161 1950877779
5 0 126 1121941706
0 0
2 0
5 0 402 536207376
0 0
0 0
5 0 475 -328958860
5 0 146 -2036296365
1 0 560781997
4 0 424
1 0 -639718125
5 0 212 489866435
1 0 943864007
5 0 135 -994011196
0 0
1 0 1843253004
1 0 1825867309
4 0 4
5 0 362 -406912326
5 0 421 -701724772
1 0 1461900467
5 0 324 -1812163284
1 0 1953978043
2 0
5 0 309 572210592
2 0
5 0 349 -980365975
4 0 138
5 0 281 418014630
1 0 1125689483
0 0
1 0 736053791
1 0 2136555594
1 0 -5418397
4 0 64
4 0 525
2 0
0 0
0 0
4 0 449
2 0
5 0 237 75267114
2 0
5 0 132 -2027173643
5 0 35 -1203426363
2 0
1 0 295971586
2 0
4 0 17
4 0 523
0 0
5 0 288 1581978344
2 0
4 0 302
0 0
1 0 -1806093325
5 0 246 2086630044
4 0 12
1 0 -695382735
4 0 279
5 0 451 -280944219
2 0
5 0 172 -1359876096
5 0 303 431891118
2 0
4 0 78
0 0
4 0 124
2 0
5 0 105 1965962234
2 0
5 0 344 -1638268410
4 0 139
4 0 428
0 0
2 0
0 0
1 0 810553460
2 0
4 0 469
2 0
1 0 1355192941
5 0 551 -1901486409
2 0
1 0 -31458655
1 0 -1838201915
4 0 549
4 0 58
1 0 1348756968
0 0
1 0 -1840907773
1 0 1978554540
0 0
4 0 149
4 0 170
0 0
1 0 1095827983
2 0
2 0
1 0 -1305206865
2 0
2 0
4 0 212
5 0 214 -710196431
1 0 408851845
2 0
1 0 -2140096111
0 0
1 0 -667398962
4 0 426
4 0 44
5 0 392 1773199896
1 0 -94506986
4 0 248
4 0 360
2 0
2 0
1 0 1216493240
0 0
0 0
5 0 429 1799014337
1 0 -1328223979
5 0 473 68803519
0 0
1 0 -638609862
4 0 395
